name,track_number,duration_ms,duration,explicit,popularity,external_url,diva_id,diva_name,album_id,album_name,diva_popularity,diva_followers,diva_image_url,album_total_tracks,release_date,release_year,decada,album_image_url,temas_principales,emocion_alegria,emocion_tristeza,emocion_miedo,emocion_ira,emocion_sorpresa,emocion_asco,emocion_principal,resumen,tono_general,energia_emocional,valencia,activacion
Never Satisfied,3,193986,3:14,FALSE,8,https://open.spotify.com/track/5L4tXNQjQjZsOTV1ju0FFx,2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,5NWeIxuGuEBcADqB1Xh58y,A.K.A.,74,13705806,https://i.scdn.co/image/ab6761610000e5eb48e24f77a03f78a00cfda0bb,10,2014-06-13,2014,Años 2010,https://i.scdn.co/image/ab67616d0000b273112a6d273b1bf33f327ab07f,"Deseo, obsesión, dependencia",0.8,0.3,0.2,0,0,0,alegría,"La letra expresa una obsesión y un deseo insaciable por un amante. La narradora siente una necesidad constante por su pareja, cuyo amor es celestial y revitalizador. Esta dependencia la lleva a un estado de anhelo perpetuo, sintiendo que enloquece por obtener más de esa persona.",positivo,alta,0.4,0.9
I Luh Ya Papi,4,207133,3:27,TRUE,20,https://open.spotify.com/track/5f2JQZ5hzijMZzrSDsm6dh,2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,5NWeIxuGuEBcADqB1Xh58y,A.K.A.,74,13705806,https://i.scdn.co/image/ab6761610000e5eb48e24f77a03f78a00cfda0bb,10,2014-06-13,2014,Años 2010,https://i.scdn.co/image/ab67616d0000b273112a6d273b1bf33f327ab07f,"Amor, deseo, atracción",0.9,0,0,0,0.2,0,alegría,"La letra expresa una intensa atracción y amor hacia un hombre, apodado ""papi"". La cantante declara su devoción y deseo de forma juguetona, confiada y explícita, celebrando la fuerte química y conexión que siente por él.",positivo,alta,0.9,0.8
Acting Like That,5,197400,3:17,TRUE,9,https://open.spotify.com/track/7LDM9Envvlonar3OmWbJbJ,2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,5NWeIxuGuEBcADqB1Xh58y,A.K.A.,74,13705806,https://i.scdn.co/image/ab6761610000e5eb48e24f77a03f78a00cfda0bb,10,2014-06-13,2014,Años 2010,https://i.scdn.co/image/ab67616d0000b273112a6d273b1bf33f327ab07f,"Advertencia, desinterés, empoderamiento",0.1,0.4,0,0.7,0.2,0.3,ira,"Una mujer confronta a su pareja por su indiferencia, recordándole su lealtad y advirtiéndole que podría perderla si no cambia su actitud. Es una declaración de autoestima y un ultimátum para que valore la relación.",negativo,alta,-0.6,0.7
Emotions,6,253386,4:13,FALSE,7,https://open.spotify.com/track/7cKLxLIggdCQmDl4FTJYrK,2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,5NWeIxuGuEBcADqB1Xh58y,A.K.A.,74,13705806,https://i.scdn.co/image/ab6761610000e5eb48e24f77a03f78a00cfda0bb,10,2014-06-13,2014,Años 2010,https://i.scdn.co/image/ab67616d0000b273112a6d273b1bf33f327ab07f,"ruptura, desapego, insensibilidad",0.1,0.5,0,0.8,0,0.4,ira,"La letra narra el final de una relación desde la perspectiva de alguien que se siente emocionalmente insensible y desapegada. Expresa liberación del dolor y una actitud desafiante y de cierre definitivo, declarando que el juego ha terminado y que ya no siente nada por su expareja.",negativo,alta,-0.7,0.6
So Good,7,225080,3:45,FALSE,7,https://open.spotify.com/track/68fXtKoRy1vtymj05Wh33Y,2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,5NWeIxuGuEBcADqB1Xh58y,A.K.A.,74,13705806,https://i.scdn.co/image/ab6761610000e5eb48e24f77a03f78a00cfda0bb,10,2014-06-13,2014,Años 2010,https://i.scdn.co/image/ab67616d0000b273112a6d273b1bf33f327ab07f,"superación, independencia, empoderamiento",0.9,0.1,0,0.3,0.2,0.2,alegría,"La letra celebra la independencia y el empoderamiento tras una ruptura. La narradora se siente liberada, fuerte y mejor sin su expareja, afirmando que sus palabras ya no la afectan y que ha descubierto su propio valor y felicidad al estar sola.",positivo,alta,0.8,0.7
Let It Be Me,8,226493,3:46,FALSE,10,https://open.spotify.com/track/7MK1VSVyqT4NCZIiUUUFe2,2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,5NWeIxuGuEBcADqB1Xh58y,A.K.A.,74,13705806,https://i.scdn.co/image/ab6761610000e5eb48e24f77a03f78a00cfda0bb,10,2014-06-13,2014,Años 2010,https://i.scdn.co/image/ab67616d0000b273112a6d273b1bf33f327ab07f,"Amor incondicional, Sacrificio, Devoción",0.8,0.3,0.1,0,0,0,alegría,"Expresa un amor de devoción total y sacrificio. La cantante se ofrece como pilar de fuerza, dispuesta a enfrentar cualquier adversidad, incluso la muerte o la condenación, con tal de ser la persona a quien su pareja ame y recuerde por encima de todo.",positivo,alta,0.7,0.8
Worry No More,9,229253,3:49,TRUE,6,https://open.spotify.com/track/1OJf8q0g5pmKU3cAVgevxe,2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,5NWeIxuGuEBcADqB1Xh58y,A.K.A.,74,13705806,https://i.scdn.co/image/ab6761610000e5eb48e24f77a03f78a00cfda0bb,10,2014-06-13,2014,Años 2010,https://i.scdn.co/image/ab67616d0000b273112a6d273b1bf33f327ab07f,"Protección, Lealtad, Ansiedad",0.2,0.4,0.7,0.3,0,0.1,miedo,"La letra expresa un fuerte deseo de dejar de preocuparse y sentirse protegida en una relación. La narradora reafirma su lealtad incondicional frente a amenazas externas, buscando seguridad y reconocimiento por parte de su pareja.",negativo,alta,-0.6,0.7
Booty,10,203280,3:23,FALSE,23,https://open.spotify.com/track/1D64hYGSFcrKAKkdhlstBp,2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,5NWeIxuGuEBcADqB1Xh58y,A.K.A.,74,13705806,https://i.scdn.co/image/ab6761610000e5eb48e24f77a03f78a00cfda0bb,10,2014-06-13,2014,Años 2010,https://i.scdn.co/image/ab67616d0000b273112a6d273b1bf33f327ab07f,"cuerpo, baile, atracción",0.8,0,0,0,0.1,0,alegría,"La letra celebra de forma explícita y repetitiva un cuerpo con curvas, específicamente un 'gran trasero'. Ambientada en una fiesta, incita al baile, la confianza y la atracción física, describiendo la admiración que genera esta característica en la pista de baile.",positivo,alta,0.8,0.9
On The Floor,1,284866,4:45,FALSE,81,https://open.spotify.com/track/3C0nOe05EIt1390bVABLyN,2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,3sysiYphqNRQw7VKLCg1yE,Love?,74,13705806,https://i.scdn.co/image/ab6761610000e5eb48e24f77a03f78a00cfda0bb,17,2011-04-29,2011,Años 2010,https://i.scdn.co/image/ab67616d0000b273d7b2aa3834b82b1cbe899a48,"fiesta, baile, celebración",0.95,0,0,0,0.1,0,alegría,"Una invitación enérgica y global a la fiesta, animando a todos a bailar sin inhibiciones en la pista. La letra es un himno a la celebración, la vida nocturna y a vivir el momento con intensidad y desenfreno.",positivo,alta,0.95,0.9
Good Hit,2,244666,4:05,FALSE,30,https://open.spotify.com/track/2apOX7v2XfpROPrS4xudGo,2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,3sysiYphqNRQw7VKLCg1yE,Love?,74,13705806,https://i.scdn.co/image/ab6761610000e5eb48e24f77a03f78a00cfda0bb,17,2011-04-29,2011,Años 2010,https://i.scdn.co/image/ab67616d0000b273d7b2aa3834b82b1cbe899a48,"seducción, autoconfianza, atracción",0.8,0,0,0,0,0,alegría,"La letra es una declaración de autoconfianza y poder de seducción. La cantante presume de su atractivo y estilo, desafiando a un interés amoroso a desearla y conquistarla, presentándose a sí misma como una opción irresistible o un ""buen golpe"".",positivo,alta,0.8,0.9
I'm Into You,3,200133,3:20,FALSE,62,https://open.spotify.com/track/76sWab9iC3vvk21aln8G8t,2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,3sysiYphqNRQw7VKLCg1yE,Love?,74,13705806,https://i.scdn.co/image/ab6761610000e5eb48e24f77a03f78a00cfda0bb,17,2011-04-29,2011,Años 2010,https://i.scdn.co/image/ab67616d0000b273d7b2aa3834b82b1cbe899a48,"atracción, enamoramiento, rendición",0.8,0,0.05,0,0.3,0,alegría,"La letra describe una atracción irresistible y abrumadora hacia alguien. La cantante se siente completamente cautivada y se rinde felizmente a los intensos sentimientos de enamoramiento que no puede controlar, sintiéndose afortunada y enganchada por esta nueva persona.",positivo,alta,0.85,0.75
(What Is) LOVE?,4,266840,4:27,FALSE,37,https://open.spotify.com/track/1PuC9MYD9goa9IaO0QoQCB,2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,3sysiYphqNRQw7VKLCg1yE,Love?,74,13705806,https://i.scdn.co/image/ab6761610000e5eb48e24f77a03f78a00cfda0bb,17,2011-04-29,2011,Años 2010,https://i.scdn.co/image/ab67616d0000b273d7b2aa3834b82b1cbe899a48,"búsqueda de amor, soledad, desilusión",0.1,0.8,0.5,0.3,0,0.1,tristeza,"La letra expresa la frustración y soledad de alguien que busca el amor verdadero tras muchas relaciones fallidas. Se cuestiona la definición del amor y anhela desesperadamente que alguien se la muestre, temiendo quedarse sola para siempre.",negativo,alta,-0.7,0.6
Run The World,5,235520,3:56,FALSE,28,https://open.spotify.com/track/208sSDlV4t5amCOj6QUh6l,2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,3sysiYphqNRQw7VKLCg1yE,Love?,74,13705806,https://i.scdn.co/image/ab6761610000e5eb48e24f77a03f78a00cfda0bb,17,2011-04-29,2011,Años 2010,https://i.scdn.co/image/ab67616d0000b273d7b2aa3834b82b1cbe899a48,"amor, poder, lealtad",0.8,0,0.1,0.3,0,0,alegría,"La letra describe una relación de pareja indestructible, donde la lealtad y protección mutua son absolutas. Juntos, se sienten tan poderosos que su amor podría 'gobernar el mundo', desafiando cualquier adversidad u oponente.",positivo,alta,0.8,0.9
Papi,6,223493,3:43,FALSE,62,https://open.spotify.com/track/1nAGuIZXz6vb8XW0xiMqic,2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,3sysiYphqNRQw7VKLCg1yE,Love?,74,13705806,https://i.scdn.co/image/ab6761610000e5eb48e24f77a03f78a00cfda0bb,17,2011-04-29,2011,Años 2010,https://i.scdn.co/image/ab67616d0000b273d7b2aa3834b82b1cbe899a48,"baile, celebración, orgullo",0.9,0,0,0,0,0,alegría,"Una letra festiva y enérgica que invita a bailar para una pareja. Es una celebración del amor y el orgullo que se siente por un hombre, animando a otras mujeres a expresar su afecto a través del baile en un ambiente de fiesta.",positivo,alta,0.9,0.9
Until It Beats No More,7,232386,3:52,FALSE,30,https://open.spotify.com/track/1OSf8FuKnyRY0Tbm5ZyaoU,2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,3sysiYphqNRQw7VKLCg1yE,Love?,74,13705806,https://i.scdn.co/image/ab6761610000e5eb48e24f77a03f78a00cfda0bb,17,2011-04-29,2011,Años 2010,https://i.scdn.co/image/ab67616d0000b273d7b2aa3834b82b1cbe899a48,"Renacimiento, amor, gratitud",0.9,0.3,0.1,0,0.2,0,alegría,"La letra describe el viaje de la desesperación a la revitalización. Una persona, rota por un amor pasado, encuentra a alguien nuevo que la sana y le devuelve las ganas de vivir, inspirando una profunda gratitud y una promesa de amor eterno.",positivo,alta,0.8,0.7
One Love,8,234413,3:54,FALSE,28,https://open.spotify.com/track/5iHVVN1pjPiSio7qrpOhpi,2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,3sysiYphqNRQw7VKLCg1yE,Love?,74,13705806,https://i.scdn.co/image/ab6761610000e5eb48e24f77a03f78a00cfda0bb,17,2011-04-29,2011,Años 2010,https://i.scdn.co/image/ab67616d0000b273d7b2aa3834b82b1cbe899a48,"búsqueda, amor, desilusión",0.2,0.7,0.2,0,0,0,tristeza,"La letra describe la búsqueda de un amor verdadero y duradero tras una serie de relaciones fallidas. La narradora expresa su anhelo y frustración, cuestionándose si encontrará a la persona perfecta hecha para ella.",negativo,media,-0.6,0.3
Invading My Mind,9,200720,3:21,FALSE,31,https://open.spotify.com/track/11zc0hwujMgsZ4gWJCwKHO,2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,3sysiYphqNRQw7VKLCg1yE,Love?,74,13705806,https://i.scdn.co/image/ab6761610000e5eb48e24f77a03f78a00cfda0bb,17,2011-04-29,2011,Años 2010,https://i.scdn.co/image/ab67616d0000b273d7b2aa3834b82b1cbe899a48,"invasión mental, pérdida de control, sentimiento abrumador",0.5,0.1,0.7,0,0.4,0,miedo,"La letra describe un sentimiento intenso e incontrolable que invade la mente. Es una fuerza abrumadora, a la vez excitante y aterradora, que la narradora no puede combatir, dejándola indefensa ante una mezcla de placer, ansiedad y confusión.",neutro,alta,-0.2,0.8
Villain,10,243786,4:04,FALSE,25,https://open.spotify.com/track/0FTvaBDtyB5SbbhVfY1xlY,2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,3sysiYphqNRQw7VKLCg1yE,Love?,74,13705806,https://i.scdn.co/image/ab6761610000e5eb48e24f77a03f78a00cfda0bb,17,2011-04-29,2011,Años 2010,https://i.scdn.co/image/ab67616d0000b273d7b2aa3834b82b1cbe899a48,"desamor, resentimiento, empoderamiento",0.1,0.4,0,0.8,0.2,0.3,ira,"La narradora, tras una ruptura dolorosa, es ahora vista como la ""villana"" por su ex. Ella abraza este rol con resentimiento y empoderamiento, rechazando los intentos de su ex por volver y diciéndole que enfrente la soledad que él mismo causó.",negativo,alta,-0.7,0.8
Starting Over,11,242266,4:02,FALSE,26,https://open.spotify.com/track/0DeB5gw7a9VJ9JqoEJm4J5,2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,3sysiYphqNRQw7VKLCg1yE,Love?,74,13705806,https://i.scdn.co/image/ab6761610000e5eb48e24f77a03f78a00cfda0bb,17,2011-04-29,2011,Años 2010,https://i.scdn.co/image/ab67616d0000b273d7b2aa3834b82b1cbe899a48,"Ruptura, Conflicto amoroso, Miedo al cambio",0.1,0.9,0.8,0.5,0,0.1,tristeza,"La letra describe la agonía de una mujer en una relación rota. Lucha entre el amor que aún siente y el dolor de la infidelidad, enfrentando un miedo profundo a la ruptura y a la idea de tener que empezar de cero.",negativo,alta,-0.8,0.7
Hypnotico,12,215586,3:36,FALSE,35,https://open.spotify.com/track/4aorFAl3wVVlx4RxHKgFpT,2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,3sysiYphqNRQw7VKLCg1yE,Love?,74,13705806,https://i.scdn.co/image/ab6761610000e5eb48e24f77a03f78a00cfda0bb,17,2011-04-29,2011,Años 2010,https://i.scdn.co/image/ab67616d0000b273d7b2aa3834b82b1cbe899a48,"Seducción, empoderamiento, fiesta",0.8,0,0,0,0.1,0,alegría,"La letra celebra la confianza y el poder de seducción femenino en una noche de fiesta. Las mujeres disfrutan la atención que reciben sin buscar compromiso, asumiendo un rol de 'rompecorazones' por una noche.",positivo,alta,0.8,0.9
Everybody's Girl,13,208000,3:28,FALSE,23,https://open.spotify.com/track/7KukxsBh9dX8qGa1P1loXb,2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,3sysiYphqNRQw7VKLCg1yE,Love?,74,13705806,https://i.scdn.co/image/ab6761610000e5eb48e24f77a03f78a00cfda0bb,17,2011-04-29,2011,Años 2010,https://i.scdn.co/image/ab67616d0000b273d7b2aa3834b82b1cbe899a48,"fama, amor, inseguridad",0.1,0.5,0.6,0,0,0,miedo,"La letra explora los desafíos de una relación amorosa bajo el constante escrutinio de la fama. La cantante se pregunta si su pareja puede manejar el hecho de que ella sea una figura pública, expresando la inseguridad y la presión que esto genera en su vida personal.",negativo,media,-0.5,0.3
Charge Me Up,14,238400,3:58,FALSE,25,https://open.spotify.com/track/35zmKCfwfr6q4owhj1YRuf,2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,3sysiYphqNRQw7VKLCg1yE,Love?,74,13705806,https://i.scdn.co/image/ab6761610000e5eb48e24f77a03f78a00cfda0bb,17,2011-04-29,2011,Años 2010,https://i.scdn.co/image/ab67616d0000b273d7b2aa3834b82b1cbe899a48,"deseo, energía, adicción",0.9,0,0.1,0,0.2,0,alegría,"La letra utiliza metáforas de electricidad para describir un deseo intenso y adictivo. La narradora se siente sin energía y necesita que su pareja la ""cargue"" para sentirse viva, eufórica y revitalizada, describiendo la experiencia como una dosis necesaria y peligrosa.",positivo,alta,0.9,0.9
Take Care,15,176720,2:57,FALSE,21,https://open.spotify.com/track/3KjuiMXpRawzcPXogFiwB9,2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,3sysiYphqNRQw7VKLCg1yE,Love?,74,13705806,https://i.scdn.co/image/ab6761610000e5eb48e24f77a03f78a00cfda0bb,17,2011-04-29,2011,Años 2010,https://i.scdn.co/image/ab67616d0000b273d7b2aa3834b82b1cbe899a48,"amor, devoción, necesidad",0.9,0,0,0,0,0,alegría,"La letra es una declaración de amor y dependencia hacia una pareja. Expresa una profunda necesidad y aprecio por un amante que satisface todos sus deseos, haciéndola sentir amada y cuidada en todos los aspectos.",positivo,alta,0.9,0.8
Stay Together,1,210053,3:30,FALSE,14,https://open.spotify.com/track/3KbjXWgk6gv597m9VWtjDF,2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,4NSDI1oYP5WvHXOefaTKnY,Brave,74,13705806,https://i.scdn.co/image/ab6761610000e5eb48e24f77a03f78a00cfda0bb,14,2007-10-09,2007,Años 2000,https://i.scdn.co/image/ab67616d0000b2737c6f96a1f715a10d7243ae21,"compromiso, amor, perseverancia",0.8,0.1,0,0,0.2,0,alegría,"La letra celebra una relación fuerte y duradera, desafiando la tendencia de las rupturas fáciles. Propone que permanecer juntos a través de las dificultades es el nuevo ideal, destacando la fuerza del compromiso y el amor como algo valioso y admirable en la actualidad.",positivo,alta,0.8,0.7
Forever,2,219626,3:40,FALSE,15,https://open.spotify.com/track/2cRio3Sy9xdoH2GFDpS9ay,2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,4NSDI1oYP5WvHXOefaTKnY,Brave,74,13705806,https://i.scdn.co/image/ab6761610000e5eb48e24f77a03f78a00cfda0bb,14,2007-10-09,2007,Años 2000,https://i.scdn.co/image/ab67616d0000b2737c6f96a1f715a10d7243ae21,"amor, deseo, eternidad",0.9,0,0.1,0,0,0,alegría,"La letra expresa un deseo abrumador de que un momento apasionado con un amante dure para siempre. La narradora se siente extasiada e insta a su pareja a vivir el momento y comprometerse a una conexión eterna, sintiendo que el tiempo nunca es suficiente.",positivo,alta,0.9,0.8
Hold It Don't Drop It,3,235266,3:55,FALSE,21,https://open.spotify.com/track/1Nw0voVYWtlEaGrPZCOpLJ,2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,4NSDI1oYP5WvHXOefaTKnY,Brave,74,13705806,https://i.scdn.co/image/ab6761610000e5eb48e24f77a03f78a00cfda0bb,14,2007-10-09,2007,Años 2000,https://i.scdn.co/image/ab67616d0000b2737c6f96a1f715a10d7243ae21,"Deseo, atracción, pérdida de control",0.8,0,0.2,0,0.3,0,alegría,"La letra describe una atracción física abrumadora e incontrolable. La protagonista se siente incapaz de resistirse o marcharse, atrapada por un deseo intenso y una conexión que la confunde pero que no puede detener.",positivo,alta,0.8,0.9
Do It Well,4,185960,3:06,FALSE,27,https://open.spotify.com/track/7AuaiJy9YTJRPeUlsvqgGm,2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,4NSDI1oYP5WvHXOefaTKnY,Brave,74,13705806,https://i.scdn.co/image/ab6761610000e5eb48e24f77a03f78a00cfda0bb,14,2007-10-09,2007,Años 2000,https://i.scdn.co/image/ab67616d0000b2737c6f96a1f715a10d7243ae21,"Atracción, Deseo, Seducción",0.8,0,0,0,0.6,0,alegría,"La letra describe una atracción instantánea y poderosa hacia un hombre. La narradora está impresionada por su estilo y confianza, expresando un deseo abrumador y directo, confesando que nunca se había enamorado tan intensamente y rápido.",positivo,alta,0.8,0.7
Gotta Be There,5,237680,3:58,FALSE,13,https://open.spotify.com/track/5JN25NBxNORogVQodv3DD4,2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,4NSDI1oYP5WvHXOefaTKnY,Brave,74,13705806,https://i.scdn.co/image/ab6761610000e5eb48e24f77a03f78a00cfda0bb,14,2007-10-09,2007,Años 2000,https://i.scdn.co/image/ab67616d0000b2737c6f96a1f715a10d7243ae21,"arrepentimiento, reconciliación, anhelo",0.2,0.7,0.4,0,0,0,tristeza,"La narradora lamenta profundamente haber terminado una relación. Ahora, desesperada, expresa su anhelo por reunirse con su expareja, declarando que irá a donde sea necesario para estar a su lado y enmendar su error.",negativo,alta,-0.6,0.7
Never Gonna Give Up,6,261733,4:22,FALSE,12,https://open.spotify.com/track/0V0XlzxhAoH5OQfF6LOEHP,2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,4NSDI1oYP5WvHXOefaTKnY,Brave,74,13705806,https://i.scdn.co/image/ab6761610000e5eb48e24f77a03f78a00cfda0bb,14,2007-10-09,2007,Años 2000,https://i.scdn.co/image/ab67616d0000b2737c6f96a1f715a10d7243ae21,"superación, crecimiento, amor",0.8,0.3,0.2,0.05,0.1,0,alegría,"La letra describe el proceso de superar una ruptura. La narradora reflexiona sobre el dolor pasado, pero se centra en el crecimiento personal, el optimismo y la decisión de no rendirse en la búsqueda del amor, mirando hacia el futuro con una actitud positiva y fortalecida.",positivo,alta,0.7,0.6
Mile In These Shoes,7,196320,3:16,FALSE,15,https://open.spotify.com/track/02Eh7ZD2U5RG7YPP8jLkbM,2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,4NSDI1oYP5WvHXOefaTKnY,Brave,74,13705806,https://i.scdn.co/image/ab6761610000e5eb48e24f77a03f78a00cfda0bb,14,2007-10-09,2007,Años 2000,https://i.scdn.co/image/ab67616d0000b2737c6f96a1f715a10d7243ae21,"Confianza, Resiliencia, Empoderamiento",0.8,0,0,0.4,0.1,0.2,alegría,"La letra expresa una inmensa confianza y resiliencia frente a los críticos. La artista afirma su singularidad y superioridad, desafiando a otros a igualar su éxito y su camino, simbolizado por la incapacidad de 'caminar una milla en sus zapatos'.",positivo,alta,0.7,0.8
The Way It Is,8,187413,3:07,FALSE,10,https://open.spotify.com/track/5K2gjIgkJ44TfhJGmijtWc,2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,4NSDI1oYP5WvHXOefaTKnY,Brave,74,13705806,https://i.scdn.co/image/ab6761610000e5eb48e24f77a03f78a00cfda0bb,14,2007-10-09,2007,Años 2000,https://i.scdn.co/image/ab67616d0000b2737c6f96a1f715a10d7243ae21,"Realismo, amor, aceptación",0.4,0.1,0,0,0,0,alegría,"La letra explora una visión realista del amor, reconociendo tanto la ilusión como la verdad. Aboga por la aceptación de la relación tal como es, valorando la química y la conexión genuina por encima de la perfección, concluyendo que 'así son las cosas'.",positivo,baja,0.5,-0.3
Be Mine,9,199986,3:20,FALSE,11,https://open.spotify.com/track/46YfH4jmi4THSNgyNOqVgR,2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,4NSDI1oYP5WvHXOefaTKnY,Brave,74,13705806,https://i.scdn.co/image/ab6761610000e5eb48e24f77a03f78a00cfda0bb,14,2007-10-09,2007,Años 2000,https://i.scdn.co/image/ab67616d0000b2737c6f96a1f715a10d7243ae21,"amor, deseo, amistad",0.9,0.1,0,0,0.3,0,alegría,"La narradora se da cuenta de que está enamorada de su amigo. Expresa un fuerte deseo de que su amistad se transforme en una relación romántica, declarando abiertamente que quiere que esa persona sea suya y que nadie la amará más.",positivo,alta,0.8,0.7
I Need Love,10,230960,3:51,FALSE,10,https://open.spotify.com/track/7B9hY4tF039H5HpwA3e3AQ,2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,4NSDI1oYP5WvHXOefaTKnY,Brave,74,13705806,https://i.scdn.co/image/ab6761610000e5eb48e24f77a03f78a00cfda0bb,14,2007-10-09,2007,Años 2000,https://i.scdn.co/image/ab67616d0000b2737c6f96a1f715a10d7243ae21,"amor, vulnerabilidad, madurez",0.7,0.3,0.1,0,0.4,0.1,alegría,"La cantante expresa su cansancio de las relaciones superficiales y la vida de fiesta. Por primera vez, admite su profunda necesidad de un amor verdadero y romántico, buscando una conexión íntima que le dé valor y autenticidad. Está lista para entregarse por completo.",positivo,alta,0.7,0.6
Wrong When You're Gone,11,239120,3:59,FALSE,13,https://open.spotify.com/track/56e4unoztlTO4fguplRtTz,2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,4NSDI1oYP5WvHXOefaTKnY,Brave,74,13705806,https://i.scdn.co/image/ab6761610000e5eb48e24f77a03f78a00cfda0bb,14,2007-10-09,2007,Años 2000,https://i.scdn.co/image/ab67616d0000b2737c6f96a1f715a10d7243ae21,"arrepentimiento, conflicto, ausencia",0,0.9,0.6,0.1,0.2,0,tristeza,"La narradora lamenta profundamente una discusión causada por su orgullo. Tras la partida de su pareja, admite su error, siente desesperación y anhela la reconciliación, reconociendo que sin esa persona, ella está equivocada.",negativo,alta,-0.8,0.7
Brave,12,253666,4:14,FALSE,25,https://open.spotify.com/track/4KJaeN9pcWzZeEltRRllyR,2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,4NSDI1oYP5WvHXOefaTKnY,Brave,74,13705806,https://i.scdn.co/image/ab6761610000e5eb48e24f77a03f78a00cfda0bb,14,2007-10-09,2007,Años 2000,https://i.scdn.co/image/ab67616d0000b2737c6f96a1f715a10d7243ae21,"Valentía, amor, superación",0.9,0.1,0.2,0,0.4,0,alegría,"La letra narra la decisión de superar el miedo para abrazar un nuevo amor. Es un himno a la valentía y al poder transformador del amor, dejando atrás la vacilación pasada para abrirse con confianza a una nueva etapa llena de seguridad y optimismo.",positivo,alta,0.8,0.7
Do It Well (feat. Ludacris),13,213386,3:33,FALSE,17,https://open.spotify.com/track/5jmxNtTHUKTRpPHbgIeZVA,2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,4NSDI1oYP5WvHXOefaTKnY,Brave,74,13705806,https://i.scdn.co/image/ab6761610000e5eb48e24f77a03f78a00cfda0bb,14,2007-10-09,2007,Años 2000,https://i.scdn.co/image/ab67616d0000b2737c6f96a1f715a10d7243ae21,"atracción, deseo, coqueteo",0.9,0,0,0,0.6,0,alegría,"La letra describe una atracción instantánea y poderosa. La narradora se siente cautivada por la confianza y el estilo de un hombre, expresando un deseo directo y admiración por cómo él ""hace todo bien"". El tono es confiado, juguetón y lleno de deseo.",positivo,alta,0.9,0.8
Qué Hiciste,1,297573,4:58,FALSE,44,https://open.spotify.com/track/6jGH911Nz9lPCSK9pd4tVQ,2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,07ztulX4jyOAR5nUUYc2K6,Como Ama Una Mujer,74,13705806,https://i.scdn.co/image/ab6761610000e5eb48e24f77a03f78a00cfda0bb,11,2007-03-27,2007,Años 2000,https://i.scdn.co/image/ab67616d0000b2739c5d4ca754b41bc43d978a6c,"Desamor, traición, reproche",0.1,0.8,0.1,0.9,0.5,0.2,ira,"La cantante confronta a su pareja, cuestionando las acciones que destruyeron su relación. Contrastando un pasado ideal con un presente roto por el orgullo y la rabia, expresa su dolor y su decisión de olvidarlo y seguir adelante, dejando atrás las promesas rotas y el amor traicionado.",negativo,alta,-0.8,0.8
